roof_type,roof_shape,roof_deck_attachment,roof_deck_attachment_label,roof_wall_connection,size_bucket,min_roof_sqft,max_roof_sqft,occupation_code,occupation,roof_type_base_person_hours_per_sqft,shape_factor,deck_attachment_factor,wall_connection_factor,occupation_labor_share,scenario_total_base_person_hours_per_sqft,base_person_hours_per_sqft,startup_total_person_hours,startup_person_hours,source_id,evidence_type,confidence,calibration_status,notes
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.025,0.9,1.15,1.0,0.2,0.025875,0.005175,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.025,0.9,1.15,1.0,0.05,0.025875,0.00129375,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.025,0.9,1.15,1.0,0.03,0.025875,0.00077625,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.15,1.0,0.07,0.025875,0.00181125,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.15,1.0,0.04,0.025875,0.001035,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.025,0.9,1.15,1.0,0.01,0.025875,0.00025875,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,small,0,1499.0,47-2181,Roofers,0.025,0.9,1.15,1.0,0.55,0.025875,0.01423125,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.15,1.0,0.01,0.025875,0.00025875,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.025,0.9,1.15,1.0,0.2,0.025875,0.005175,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.025,0.9,1.15,1.0,0.05,0.025875,0.00129375,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.025,0.9,1.15,1.0,0.03,0.025875,0.00077625,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.15,1.0,0.07,0.025875,0.00181125,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.15,1.0,0.04,0.025875,0.001035,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.025,0.9,1.15,1.0,0.01,0.025875,0.00025875,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,11-3061,Purchasing Managers,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,medium,1500,3000.0,47-2181,Roofers,0.025,0.9,1.15,1.0,0.55,0.025875,0.01423125,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.15,1.0,0.01,0.025875,0.00025875,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-2061,Construction Laborers,0.025,0.9,1.15,1.0,0.2,0.025875,0.005175,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,11-9021,Construction Managers,0.025,0.9,1.15,1.0,0.05,0.025875,0.00129375,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-4011,Construction and Building Inspectors,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,13-1051,Cost Estimators,0.025,0.9,1.15,1.0,0.03,0.025875,0.00077625,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.15,1.0,0.07,0.025875,0.00181125,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.15,1.0,0.04,0.025875,0.001035,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,41-3021,Insurance Sales Agents,0.025,0.9,1.15,1.0,0.01,0.025875,0.00025875,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,11-3061,Purchasing Managers,0.025,0.9,1.15,1.0,0.02,0.025875,0.0005175,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,6d_8d_mix_6in_6in,"6d/8d mix @ 6""/6""",toe_nail,large,3001,,47-2181,Roofers,0.025,0.9,1.15,1.0,0.55,0.025875,0.01423125,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-2061,Construction Laborers,0.025,0.9,1.05,1.08,0.2,0.025515,0.005103,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,11-9021,Construction Managers,0.025,0.9,1.05,1.08,0.05,0.025515,0.00127575,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,13-1051,Cost Estimators,0.025,0.9,1.05,1.08,0.03,0.025515,0.00076545,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.05,1.08,0.07,0.025515,0.00178605,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.05,1.08,0.04,0.025515,0.0010206,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,41-3021,Insurance Sales Agents,0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,11-3061,Purchasing Managers,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,small,0,1499.0,47-2181,Roofers,0.025,0.9,1.05,1.08,0.55,0.025515,0.01403325,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-2061,Construction Laborers,0.025,0.9,1.05,1.08,0.2,0.025515,0.005103,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,11-9021,Construction Managers,0.025,0.9,1.05,1.08,0.05,0.025515,0.00127575,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,13-1051,Cost Estimators,0.025,0.9,1.05,1.08,0.03,0.025515,0.00076545,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.05,1.08,0.07,0.025515,0.00178605,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.05,1.08,0.04,0.025515,0.0010206,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,11-3061,Purchasing Managers,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,medium,1500,3000.0,47-2181,Roofers,0.025,0.9,1.05,1.08,0.55,0.025515,0.01403325,16.0,8.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-2061,Construction Laborers,0.025,0.9,1.05,1.08,0.2,0.025515,0.005103,12.0,2.4,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,11-9021,Construction Managers,0.025,0.9,1.05,1.08,0.05,0.025515,0.00127575,12.0,0.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-4011,Construction and Building Inspectors,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,13-1051,Cost Estimators,0.025,0.9,1.05,1.08,0.03,0.025515,0.00076545,12.0,0.36,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.05,1.08,0.07,0.025515,0.00178605,12.0,0.84,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.05,1.08,0.04,0.025515,0.0010206,12.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,41-3021,Insurance Sales Agents,0.025,0.9,1.05,1.08,0.01,0.025515,0.00025515,12.0,0.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,11-3061,Purchasing Managers,0.025,0.9,1.05,1.08,0.02,0.025515,0.0005103,12.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",strap,large,3001,,47-2181,Roofers,0.025,0.9,1.05,1.08,0.55,0.025515,0.01403325,12.0,6.6,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.05,1.0,0.01,0.023625,0.00023625,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-2061,Construction Laborers,0.025,0.9,1.05,1.0,0.2,0.023625,0.004725,24.0,4.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,11-9021,Construction Managers,0.025,0.9,1.05,1.0,0.05,0.023625,0.00118125,24.0,1.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.05,1.0,0.02,0.023625,0.0004725,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,13-1051,Cost Estimators,0.025,0.9,1.05,1.0,0.03,0.023625,0.00070875,24.0,0.72,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.05,1.0,0.07,0.023625,0.00165375,24.0,1.68,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.05,1.0,0.04,0.023625,0.000945,24.0,0.96,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,41-3021,Insurance Sales Agents,0.025,0.9,1.05,1.0,0.01,0.023625,0.00023625,24.0,0.24,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,11-3061,Purchasing Managers,0.025,0.9,1.05,1.0,0.02,0.023625,0.0004725,24.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,small,0,1499.0,47-2181,Roofers,0.025,0.9,1.05,1.0,0.55,0.023625,0.01299375,24.0,13.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1031,"Claims Adjusters, Examiners, and Investigators",0.025,0.9,1.05,1.0,0.01,0.023625,0.00023625,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-2061,Construction Laborers,0.025,0.9,1.05,1.0,0.2,0.023625,0.004725,16.0,3.2,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,11-9021,Construction Managers,0.025,0.9,1.05,1.0,0.05,0.023625,0.00118125,16.0,0.8,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-4011,Construction and Building Inspectors,0.025,0.9,1.05,1.0,0.02,0.023625,0.0004725,16.0,0.32,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,13-1051,Cost Estimators,0.025,0.9,1.05,1.0,0.03,0.023625,0.00070875,16.0,0.48,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,47-1011,First-Line Supervisors of Construction Trades,0.025,0.9,1.05,1.0,0.07,0.023625,0.00165375,16.0,1.12,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,49-0000,"Installation, Maintenance, and Repair Occupations",0.025,0.9,1.05,1.0,0.04,0.023625,0.000945,16.0,0.64,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
asphalt_3_tab,flat,8d_6in_12in,"8d @ 6""/12""",toe_nail,medium,1500,3000.0,41-3021,Insurance Sales Agents,0.025,0.9,1.05,1.0,0.01,0.023625,0.00023625,16.0,0.16,ASSUMPTION_V1,assumption,low,provisional,Initial seed; replace or calibrate against documented evidence.
